Job_URL,Company_Name,Job_Title,Company_Job_Location,Company_Department,Job_ID_Number,Date_Applied
https://boards.greenhouse.io/mill/jobs/4001487005,Mill,Software Engineer,San Bruno=> California,,75893-6969,2023-03-14 08:14:32
